t,LDV
0.0011715,7.30894470214844e-05
0.0011716,7.00447082519531e-05
0.0011717,5.093408203125e-05
0.0011718,3.51787109375e-05
0.0011719,3.59577026367187e-05
0.001172,3.00650024414062e-06
0.0011721,-1.39674682617187e-05
0.0011722,-1.47743530273438e-05
0.0011723,-3.29415283203125e-05
0.0011724,-3.31177978515625e-05
0.0011725,-4.86270141601563e-06
0.0011726,1.0640869140625e-05
0.0011727,2.98990478515625e-05
0.0011728,3.60665588378906e-05
0.0011729,5.16536560058594e-05
0.001173,5.5169921875e-05
0.0011731,4.58263244628906e-05
0.0011732,3.00859069824219e-05
0.0011733,1.66044006347656e-05
0.0011734,9.63836669921875e-07
0.0011735,-1.30144653320313e-05
0.0011736,-2.22253723144531e-05
0.0011737,-1.50549926757813e-05
0.0011738,-2.31393432617187e-05
0.0011739,6.50848388671875e-06
0.001174,2.08799438476562e-05
0.0011741,1.55045776367188e-05
0.0011742,2.49002380371094e-05
0.0011743,3.11821594238281e-05
0.0011744,4.27405700683594e-05
0.0011745,4.96111755371094e-05
0.0011746,6.65629272460938e-05
0.0011747,8.583642578125e-05
0.0011748,0.000110013122558594
0.0011749,0.000120059844970703
0.001175,0.000127527740478516
0.0011751,0.000129584350585938
0.0011752,0.000128476104736328
0.0011753,0.000119525909423828
0.0011754,0.000121971710205078
0.0011755,0.000120694763183594
0.0011756,0.000121182678222656
0.0011757,0.000119429321289063
0.0011758,0.00011755810546875
0.0011759,0.000111798950195313
0.001176,0.000115388458251953
0.0011761,9.0718505859375e-05
0.0011762,8.19202880859375e-05
0.0011763,6.33050537109375e-05
0.0011764,5.65433044433594e-05
0.0011765,4.97048645019531e-05
0.0011766,3.69922790527344e-05
0.0011767,3.57947998046875e-05
0.0011768,3.41116027832031e-05
0.0011769,3.531884765625e-05
0.001177,3.486572265625e-05
0.0011771,1.96592712402344e-05
0.0011772,1.83085327148438e-05
0.0011773,1.52715759277344e-05
0.0011774,2.55763244628906e-05
0.0011775,2.96021728515625e-05
0.0011776,3.65696105957031e-05
0.0011777,3.13035888671875e-05
0.0011778,4.11076049804688e-05
0.0011779,4.0147216796875e-05
0.001178,3.73065185546875e-05
0.0011781,4.0810546875e-05
0.0011782,5.56801452636719e-05
0.0011783,5.56046142578125e-05
0.0011784,6.03987121582031e-05
0.0011785,5.431787109375e-05
0.0011786,4.1122802734375e-05
0.0011787,4.20910034179687e-05
0.0011788,4.11407775878906e-05
0.0011789,3.66398620605469e-05
0.001179,3.88478698730469e-05
0.0011791,4.56563720703125e-05
0.0011792,6.48727416992188e-05
0.0011793,5.75416564941406e-05
0.0011794,5.84862976074219e-05
0.0011795,7.48576049804687e-05
0.0011796,6.45164794921875e-05
0.0011797,6.03083190917969e-05
0.0011798,6.64078063964844e-05
0.0011799,6.07307739257813e-05
0.00118,5.37242431640625e-05
0.0011801,4.76093444824219e-05
0.0011802,5.01852722167969e-05
0.0011803,3.08582458496094e-05
0.0011804,1.35963745117187e-05
0.0011805,-1.31649169921875e-05
0.0011806,-3.93494262695313e-05
0.0011807,-4.64641418457031e-05
0.0011808,-6.75642395019531e-05
0.0011809,-6.48402099609375e-05
0.001181,-5.481591796875e-05
0.0011811,-3.80486450195313e-05
0.0011812,-1.33598327636719e-05
0.0011813,1.3559814453125e-05
0.0011814,5.0152099609375e-05
0.0011815,7.24789123535156e-05
0.0011816,8.62908935546875e-05
0.0011817,0.000111299713134766
0.0011818,0.000143144805908203
0.0011819,0.000160978637695313
0.001182,0.000162544616699219
0.0011821,0.000172173950195313
0.0011822,0.000174079498291016
0.0011823,0.000161190155029297
0.0011824,0.000151246459960938
0.0011825,0.000133524108886719
0.0011826,0.00010023486328125
0.0011827,7.58169555664063e-05
0.0011828,5.66151733398438e-05
0.0011829,2.26837463378906e-05
0.001183,-2.69537353515625e-06
0.0011831,-2.42132568359375e-06
0.0011832,-2.20479431152344e-05
